u,g,r,i,z,redshift
18.91502,17.95408,17.45954,17.03364,16.93419,0.1372681
22.75901,22.17387,20.46048,19.56457,18.99643,0.4983101
23.91353,22.28495,20.44246,19.49513,18.93849,0.4867955
24.55896,24.44142,21.87211,20.73223,20.0646,0.1001594
25.51237,25.0731,21.76183,20.46986,19.63367,0.7432259
22.43479,21.99977,20.55639,19.74689,19.33094,0.5426998
23.23552,22.03576,20.51668,19.63376,19.13993,0.5235587
23.73877,21.34755,19.47475,18.85315,18.36605,0.3977824
17.46233,16.33316,15.95117,14.49681,15.37928,0.2048408
21.96318,20.68934,19.46636,18.81545,18.41253,0.2224134
18.09927,16.69645,16.04748,15.67135,15.4248,0.0533534
26.26181,22.31832,20.7839,19.88149,19.47073,0.4798871
25.64065,25.65099,22.84439,21.22791,19.93616,0.7294474
20.46821,18.44052,17.40117,16.96362,16.60019,0.1345112
23.19897,21.04882,19.33884,18.57508,18.28626,0.4266241
26.39033,24.28428,22.01058,20.80069,19.78978,0.7948046
25.47742,21.13674,19.40726,18.73859,18.41312,0.4232311
19.98388,18.42403,17.23204,16.7171,16.35566,0.2101925
19.49154,17.80301,16.86794,16.42322,16.05635,0.1125834
25.73304,22.11612,20.48333,19.48978,19.0542,0.5323502
21.29761,18.85607,17.64367,17.13808,16.81494,0.1832672
20.78255,18.56667,17.24974,16.77301,16.38069,0.1808681
23.79977,23.03664,21.06546,20.10062,19.63368,0.5275572
20.32157,18.37572,17.39478,16.95341,16.59094,0.08265997
26.29975,21.98139,20.40812,19.41216,19.15106,0.54181
19.87025,17.95596,16.95944,16.51263,16.13002,0.08975301
19.92666,18.49614,17.63139,17.19591,16.84736,0.1280845
24.67031,22.51321,20.73349,19.82764,19.33052,0.5035563
19.14335,17.20671,16.24081,15.82015,15.47841,0.09103554
26.21208,22.9218,21.03286,19.98051,19.39601,0.6041459
24.83864,23.16053,21.12605,20.02885,19.72439,0.5743948
22.31155,22.28219,20.50538,19.25315,18.69905,0.6703519
23.6155,25.20287,21.36035,20.32557,19.60602,0.6716991
26.29197,23.54387,21.82092,20.58861,19.91728,0.633203
19.27665,17.41925,16.40299,15.98722,15.65107,0.1325898
24.85246,22.70886,21.14392,20.18779,19.68215,0.4982408
25.36023,22.22882,20.5113,19.45535,18.89685,0.5732679
26.41453,21.40635,19.62834,18.86444,18.44437,0.4437691
22.7411,21.43867,20.157,19.43622,19.03031,0.2490156
22.62808,21.94761,20.28651,19.47466,19.00482,0.446476
23.105,22.69154,21.74831,20.65196,19.97729,0.6183046
24.6625,22.3295,20.68869,19.61515,19.27064,0.5267113
18.69204,17.60953,17.13106,16.82388,16.64757,0.09839579
26.5754,21.8518,20.17381,19.35609,18.91333,0.484336
22.1421,21.786,20.58593,19.51916,18.86717,0.6681811
23.39609,22.13076,20.73076,19.84165,19.34945,0.5837119
22.51003,21.833,20.12754,19.26781,19.04107,0.4784844
23.04038,22.84524,21.05639,20.16312,19.46842,0.5781541
18.60597,17.04959,16.26873,15.84391,15.50614,0.03368096
20.09395,18.24294,17.13242,16.67948,16.3306,0.1564065
17.66107,16.9616,16.99818,16.87846,16.9039,0.03066832
19.65885,17.69157,16.59929,16.16615,15.80136,0.1486761
21.05041,19.05051,17.74553,17.28994,16.92278,0.2011759
24.16717,20.79227,18.98132,18.23206,17.78434,0.4134083
24.13603,21.56221,19.94568,19.17385,18.75503,0.4340594
21.18028,19.60394,18.71305,18.17359,17.83191,0.1039701
18.82198,17.05847,16.21576,15.78593,15.44597,0.0484081
20.65696,18.72433,17.73486,17.29701,16.97176,0.1165489
19.17395,17.25643,16.45706,16.08262,15.89245,0.04628501
24.31383,20.97827,19.20774,18.59127,18.23109,0.3862087
18.5047,17.25381,16.71901,16.4066,16.25343,0.103081
25.01541,23.78527,20.64253,19.51125,18.96781,0.7424443
21.98402,20.9414,19.38562,18.31076,17.83724,0.6238624
18.17678,16.1857,15.24327,14.787,14.40182,0.03766533
22.80065,22.87068,21.0807,19.64067,19.20827,0.6936086
25.50994,20.55084,18.76978,18.10432,17.66624,0.3838035
19.53721,18.13142,17.43846,17.05745,16.79947,0.1095425
23.6884,20.52077,18.77661,18.12282,17.81858,0.4039011
20.93654,21.07469,20.12578,20.30759,19.78708,0.5222073
20.63159,18.86394,17.55536,16.97582,16.57993,0.2182221
25.19797,22.73921,20.95742,19.805,19.4222,0.5783448
18.06203,17.22339,16.81717,16.44899,16.38,0.09745187
22.30098,20.71293,18.96745,18.33722,17.91871,0.3185986
24.97001,22.62342,21.23613,20.05567,19.76975,0.6078746
20.67486,18.60556,17.62518,17.20057,16.84078,0.09571622
21.80315,19.40594,17.96587,17.45303,17.06276,0.1925182
27.6012,22.47655,20.03066,18.92332,18.31832,0.6681745
23.47381,22.14345,20.53539,19.5386,19.03816,0.4663631
24.63297,23.80076,21.1859,19.85264,19.506,0.6543126
20.75034,19.77661,20.04479,19.45785,19.69807,0.06877619
21.76842,21.72232,20.11838,19.2938,18.89338,0.4651364
23.65444,20.82213,18.9775,18.36022,17.89295,0.335078
18.86539,18.73119,17.77896,17.7882,17.73973,0.03129282
20.11147,18.27528,17.34764,16.94513,16.62926,0.0972037
19.70942,18.24878,17.64904,17.25233,17.07915,0.07700416
23.46903,23.22148,21.2811,20.15608,19.59573,0.5555182
25.3532,21.40976,19.83811,19.01303,18.65837,0.5056883
20.07253,18.46274,17.48789,17.06751,16.70967,0.1086656
22.58955,22.39546,20.71612,19.69653,19.29919,0.5327213
23.47327,22.07425,20.3089,19.32794,18.78295,0.5234419
20.55916,18.70729,17.48724,16.94739,16.52095,0.1412828
22.50503,21.41782,19.43999,18.71197,18.18055,0.4329655
25.19043,23.10627,21.48377,20.41093,20.01908,0.5890977
21.90957,19.37014,17.821,17.29001,16.86941,0.2655068
20.43891,18.64439,17.68106,17.2542,16.91834,0.1268269
20.30473,18.41304,17.44665,17.04904,16.7372,0.1318918
22.80131,21.16447,19.31636,18.74037,18.5047,0.3637945
25.61186,20.78802,18.92775,18.30692,17.88921,0.3834607
24.48123,22.15021,20.27262,19.35543,18.82581,0.478273
22.88991,21.62531,19.98932,18.98819,18.55918,0.4966692
19.01789,17.85998,17.34127,16.97491,16.80694,0.07159798
24.84035,23.0701,21.20377,20.09016,19.425,0.5339374
19.49105,17.90884,17.05826,16.67343,16.3508,0.1107347
27.55438,20.72351,18.96061,18.37577,17.93929,0.3359168
22.94212,22.05578,20.49468,19.63426,19.22975,0.5128735
20.5629,18.65217,17.73976,17.30198,17.01593,0.08631959
25.02993,22.14332,20.43456,19.6083,19.11888,0.5226404
24.24133,24.51471,21.44763,20.18283,19.62194,0.6103143
24.79066,22.22872,20.54589,19.66407,19.29972,0.4354737
19.18111,18.07685,17.51451,17.1215,16.92723,0.07235999
22.48694,21.55515,20.39545,19.54653,19.01712,0.6071565
25.48296,21.8167,20.98459,19.91832,19.51022,0.6738214
25.86915,22.21628,20.79073,19.64425,19.12876,0.5908712
22.66213,20.71302,19.03287,18.38356,18.00106,0.2937289
24.4094,21.83118,20.23133,19.1515,18.87169,0.5784653
21.81328,19.47888,17.80118,17.22379,16.86351,0.3081229
22.51812,21.43894,19.88129,19.04948,18.55288,0.4852822
19.65539,18.18772,17.26636,16.81691,16.44698,0.1332476
23.73079,21.95547,20.24964,19.23777,18.74937,0.538464
23.91391,21.94317,20.58109,19.72696,19.39945,0.4054058
19.60432,18.24687,17.54662,17.18493,16.93261,0.07254888
20.89916,19.51214,18.68796,18.18198,17.8921,0.1914145
23.7155,22.83426,21.39687,20.27082,19.47928,0.6938604
22.81388,21.49076,19.90142,19.11993,18.5118,0.436753
19.60715,18.23069,17.43442,17.00115,16.7059,0.101773
22.5914,21.65906,20.05771,19.24245,18.82716,0.4663316
21.877,22.48311,20.88576,19.57883,19.20732,0.6662261
18.63579,17.72171,17.38035,17.10633,17.01506,0.101362
19.85889,17.91893,16.94685,16.51172,16.16467,0.09220388
19.71723,17.97533,17.13367,16.68527,16.3459,0.1082418
18.1933,16.8157,16.19225,15.82249,15.57408,0.06849335
24.67479,21.03469,19.30926,18.56428,18.04923,0.4378968
26.41239,22.0774,20.26017,19.33349,18.79657,0.5116578
18.96296,17.97873,17.48879,17.09022,16.86763,0.09531808
19.32045,17.40391,16.4832,16.05353,15.70895,0.05819843
24.53451,22.19941,20.96634,20.20844,19.46227,0.518981
23.87847,22.32086,20.78384,19.7174,19.17729,0.4995091
24.30881,21.34279,19.44741,18.74735,18.37492,0.3851319
23.02151,20.94558,19.08088,18.47899,18.14934,0.36809
20.04877,18.35135,17.34511,16.85727,16.51929,0.12688
23.16104,21.45644,19.89947,18.89356,18.34111,0.5191212
22.79941,21.97988,20.61571,19.77299,19.4469,0.5282731
18.91129,17.10849,16.17549,15.68769,15.30014,0.04927764
25.5038,21.63563,20.03131,19.22669,18.69571,0.4784779
18.69757,17.67778,17.3643,17.12056,17.00994,0.04991531
23.48808,21.11579,19.38595,18.5084,18.16412,0.4765424
21.08219,18.94895,17.58284,17.05593,16.67613,0.1977888
19.68513,17.79574,16.78233,16.37189,16.01114,0.1083334
22.8421,21.33206,19.37276,18.62372,18.10127,0.3644306
21.54131,20.01801,18.42918,17.72879,17.26346,0.3452484
22.29642,21.68546,20.56547,19.5202,19.33476,0.6894423
22.6616,22.19956,20.9285,19.86472,19.2016,0.6532008
20.17965,18.0412,17.00736,16.56251,16.21479,0.1153683
22.60885,20.49995,18.82089,18.18289,17.77806,0.344408
26.21006,20.90621,19.07427,18.41391,18.08894,0.4021102
21.60714,19.52872,18.10394,17.57943,17.24779,0.2620195
18.21013,17.37154,17.04522,16.86697,16.77403,0.02550551
19.79184,17.85879,16.86556,16.44433,16.10523,0.0979175
24.37151,23.48986,21.09206,20.02239,19.26638,0.5684745
25.90686,22.18616,20.15874,19.29597,18.80465,0.4897345
24.18205,21.58641,19.98027,18.79057,18.21923,0.6009526
22.83453,21.2067,19.65356,19.06662,18.60499,0.3190134
20.74845,18.7017,17.29048,16.71375,16.32483,0.2109481
17.14293,15.78393,15.15187,14.81241,14.57063,0.04780681
23.1875,21.31881,20.39211,19.64909,19.27072,0.6175103
23.8524,22.06515,20.73385,19.74891,19.47472,0.6818025
24.36794,21.73323,20.06587,19.10055,18.70152,0.4928393
19.75188,18.07532,17.18525,16.72914,16.45364,0.1522786
23.47217,23.4015,21.59813,20.58968,19.96545,0.5913699
21.50394,18.97571,17.6307,17.12607,16.76579,0.1937556
21.47823,19.18772,17.86696,17.35321,16.96835,0.1959495
23.53709,19.58043,17.97592,17.40751,17.02368,0.2915762
27.01514,21.49468,19.58375,18.87167,18.71162,0.3736822
24.94266,22.4541,20.82801,19.93042,19.42524,0.538067
23.1058,21.5237,19.74322,18.87222,18.41197,0.4912981
21.07605,19.2535,18.24431,17.81386,17.44565,0.1171831
20.34278,18.56369,17.48317,16.9857,16.62976,0.1165992
19.94752,18.36056,17.53734,17.06966,16.821,0.1181245
21.97607,21.28765,20.72392,19.89518,19.4602,0.7379531
23.62569,23.49776,21.46527,20.60054,20.32658,0.5109609
24.94743,21.02517,19.26248,18.52684,18.21013,0.3766522
20.31037,18.40525,17.427,16.98933,16.65779,0.1002176
22.37811,20.78885,19.32139,18.55627,18.13067,0.4316825
19.89502,18.49671,17.56947,17.14075,16.81904,0.146507
21.80701,20.69132,19.06557,18.3796,17.89824,0.4340115
22.93266,22.44886,20.91746,20.02021,19.69278,0.5802712
20.08074,18.30344,17.45153,17.05551,16.8437,0.05838332
24.44223,22.50382,20.83995,19.91492,19.27974,0.5749469
21.66805,20.5602,19.61879,19.08437,18.78828,0.1601845
23.07553,20.92735,20.40103,19.55392,18.95751,0.6570111
22.58162,21.62778,20.01868,19.20071,18.77934,0.5011709
22.67209,20.01575,18.39721,17.76054,17.33685,0.3051564
22.61502,21.04884,19.08168,18.44466,18.08371,0.3292139
23.86823,19.23951,17.64578,17.06808,16.68695,0.2784952
20.3673,18.52723,17.60053,17.19785,16.8749,0.0918521
18.7712,16.93626,16.04346,15.64876,15.32086,0.08318103
20.46951,18.48827,17.44714,16.97237,16.58267,0.1086676
19.65902,17.62183,16.47336,16.00597,15.61177,0.1387596
25.47954,22.58002,20.62199,19.52448,19.09507,0.5825137
23.01687,21.78847,20.42823,19.63566,19.24619,0.4899158
22.48182,21.88425,21.03921,19.96637,19.22898,0.7006976
23.63129,21.45349,19.49931,18.70834,18.26322,0.434708
21.72527,19.58638,17.91904,17.31576,16.91468,0.3272496
26.32251,23.96337,21.17402,19.99209,19.42716,0.7123549
24.44223,23.1349,21.29208,19.42067,18.69452,0.6926516
20.27968,18.47813,17.53685,17.09838,16.7576,0.1046453
18.15583,16.28364,15.38921,14.95283,14.62848,0.05448576
21.99206,21.16617,19.50713,18.57557,18.18356,0.4979454
23.1422,21.08129,19.32526,18.61184,18.19074,0.4041576
22.42515,21.78866,20.79652,19.79659,19.43937,0.6901686
19.60815,18.1329,17.58496,17.26388,17.02345,0.05102526
23.08301,21.33595,19.58954,18.88218,18.51396,0.3961404
22.64499,21.86277,20.50918,19.52835,19.03972,0.5141851
18.04761,16.45034,15.66371,15.269,14.98907,0.07450516
19.37385,17.36899,16.48872,16.02413,15.6482,0.05921793
18.38804,17.13193,16.51061,16.13158,15.89143,0.09887172
23.51133,22.60734,20.89296,20.00635,19.67404,0.4802988
19.90773,18.05083,17.07357,16.61669,16.24956,0.09056308
23.77238,22.02131,20.75401,19.59095,19.08693,0.7068486
19.45574,18.28271,17.79884,17.54445,17.44429,0.04166532
22.28671,20.60936,18.8298,18.20441,17.90522,0.3159006
23.17924,21.15285,19.37312,18.62978,18.16507,0.4190061
25.3026,22.06206,20.34244,19.38145,18.84814,0.5463216
20.31391,18.3352,17.37589,16.91231,16.58946,0.117409
20.43157,18.50073,17.56311,17.12293,16.77455,0.07634416
26.64059,22.28206,21.07089,19.97334,19.48115,0.6218677
19.77724,18.35131,17.59825,17.1214,16.81134,0.08541083
22.60193,21.42353,20.28419,19.54675,19.17737,0.2725869
19.06555,17.06481,16.05295,15.53136,15.14853,0.08300412
19.70765,18.19297,17.31342,16.84376,16.48818,0.1174801
19.33115,18.04402,17.49879,17.20448,17.00467,0.04829505
18.29665,16.2506,15.29586,14.83474,14.50509,0.04314469
20.97334,18.99654,17.67263,17.17029,16.83468,0.2102824
25.44457,22.26511,20.39105,19.35036,18.86013,0.5732581
19.06984,17.92881,17.42299,17.10858,16.93407,0.07354368
23.3517,22.25649,20.91656,19.93302,19.5132,0.6303354
24.11139,21.22556,19.89673,18.93655,19.09827,0.5725864
20.77233,21.31213,19.44896,18.76095,18.86941,0.6867754
20.23142,18.12874,17.03313,16.5648,16.17546,0.1288855
24.36628,23.21268,21.30394,20.06538,19.63569,0.6984473
18.96532,17.22351,16.283,15.81159,15.46003,0.09658904
23.30046,23.02444,21.21113,20.29237,20.05429,0.54903
20.62885,18.79683,17.70239,17.25097,16.91739,0.1401337
22.13351,19.49479,17.74635,17.09812,16.80488,0.3212137
22.02463,20.88539,19.17272,18.53298,18.15689,0.3797588
26.308,22.1249,20.36837,19.43855,19.12888,0.5906831
19.39842,18.40464,18.17116,18.03709,17.93543,0.0222007
20.1304,18.39264,17.48114,17.0888,16.79528,0.09351148
19.64556,17.60751,16.70761,16.28323,15.95399,0.05664095
24.07549,22.90563,20.94934,19.92836,19.36984,0.5561658
22.6524,20.82801,19.01402,18.29907,17.78706,0.4440162
22.76839,21.85071,21.44368,21.1613,20.88264,0.1059044
20.36182,18.5443,17.40876,16.93116,16.60243,0.1537767
19.83533,18.07756,17.15984,16.59781,16.20774,0.08420941
20.20947,18.07658,17.02873,16.56577,16.19314,0.1090147
23.52953,22.1136,20.86721,19.93236,19.97537,0.4703727
23.77506,22.96894,21.19176,19.96219,19.23872,0.5643466
22.8201,21.88384,20.3564,19.42952,19.06968,0.5342058
20.75564,18.6782,17.60732,17.12821,16.74609,0.1182496
22.43855,20.74577,19.13397,18.46733,17.90332,0.3420935
21.65432,20.87882,19.7401,19.00585,18.51296,0.6041724
22.49376,21.8749,20.17812,19.225,18.82382,0.555835
22.21457,21.79532,20.21925,19.32001,18.94687,0.50537
22.63942,21.54416,20.92385,19.87069,19.8434,0.6911998
23.25054,22.45164,20.78674,19.71162,19.34507,0.548646
22.76751,21.66701,20.08513,19.27468,18.83924,0.4915935
23.42905,20.77989,18.96559,18.30076,17.95104,0.3856396
23.68631,20.70745,19.10468,18.41621,18.12552,0.2365466
24.81088,21.91316,20.19335,19.33878,18.9507,0.4979236
18.89456,17.28899,16.59483,16.2783,16.00699,0.0475883
20.46991,18.41672,17.39135,16.96786,16.60692,0.130586
19.51739,17.58386,16.69465,16.27061,15.94095,0.0738266
24.72511,20.93229,19.09665,18.24454,17.78594,0.4458095
22.1885,21.68872,19.8332,18.91287,18.09693,0.5128028
21.55856,18.96848,17.51333,16.97519,16.61832,0.2250684
18.32211,16.69179,15.80243,15.35432,15.00794,0.07342684
21.15559,19.22969,17.77839,17.25803,16.99154,0.2437649
24.57049,22.26516,20.72597,19.73306,19.20762,0.6017518
20.31632,18.78917,17.7676,17.28047,16.97345,0.1707606
24.25281,20.6436,18.92044,18.17123,17.79547,0.4400906
22.78186,22.93521,21.16526,20.11292,19.74402,0.5750054
24.39075,22.76692,21.04763,20.09026,19.56996,0.4738483
20.17212,18.40271,17.35707,16.92857,16.57182,0.1176635
23.86136,22.74204,21.13537,19.95664,19.39311,0.6126009
21.73209,21.31725,20.60406,19.80955,19.23277,0.6612049
26.36861,22.28007,20.9139,19.70098,19.14633,0.679146
22.57183,19.75013,18.07105,17.47053,17.00242,0.2971146
21.17505,19.15717,17.68595,17.14531,16.77992,0.2302231
24.02711,20.21101,18.50123,17.84078,17.51826,0.3667524
23.07721,20.05987,18.46531,17.8676,17.54114,0.3138954
19.21762,17.97689,17.46605,17.17403,17.04885,0.07611968
23.5236,23.08152,21.01337,19.88525,19.66368,0.6261865
22.38463,20.18159,18.30723,17.65497,17.30425,0.3232248
23.03778,22.16094,20.34047,19.35082,18.71758,0.5142286
22.32323,24.1111,21.63021,20.60885,19.9452,0.6682898
20.29817,18.47369,17.2486,16.70824,16.32061,0.1544686
24.5577,22.21616,20.8034,19.88733,19.48625,0.4995219
20.40931,18.50503,17.51938,17.00249,16.59313,0.04509311
18.5775,17.12668,16.35867,15.94479,15.64047,0.09868389
18.53591,17.15871,16.44389,16.05807,15.801,0.07594819
23.62584,22.42102,21.07049,19.97974,19.48446,0.6114523
21.23851,19.31049,17.91538,17.37637,17.01589,0.2187626
23.193,21.70823,20.04866,19.35713,18.89551,0.3270299
18.74832,17.8385,17.44847,17.27468,17.14521,0.008757947
22.76934,22.16917,20.22526,19.31153,18.78226,0.5007731
23.93876,21.16151,19.3782,18.66546,18.21188,0.4292997
23.47901,22.04489,20.51983,19.74369,19.271,0.4637811
17.77194,16.98489,16.84941,16.6137,16.54493,0.04684968
19.11725,17.26744,16.35764,15.89298,15.56152,0.08045691
18.89467,17.48628,16.77919,16.33385,16.0361,0.06921994
22.17914,20.77953,19.43711,18.89042,18.38061,0.2249133
17.96945,16.36567,15.38007,14.90084,14.51195,0.02051811
20.51043,18.54462,17.12777,16.62861,16.26451,0.2302536
26.41239,21.33199,19.42309,18.75912,18.34951,0.4256564
23.15545,20.24039,18.48767,17.84819,17.48307,0.3323601
20.41742,18.46947,17.46347,16.99891,16.60007,0.09238273
18.68472,16.9345,16.05197,15.59128,15.26773,0.1017403
21.21655,19.00417,17.91473,17.41058,17.07315,0.1415825
22.58579,21.85502,20.2022,19.19223,18.64503,0.5504826
22.52617,21.37367,20.30525,19.59109,19.18565,0.5727563
20.1063,18.1769,16.97441,16.4966,16.12197,0.1640046
23.9911,21.17398,19.48769,18.78121,18.26174,0.4078564
19.42866,18.23956,17.53903,17.15146,16.92643,0.1289863
22.45513,20.7046,19.03137,18.40572,18.00739,0.4092264
18.9623,17.47797,16.70801,16.26061,15.92651,0.09381232
24.36836,22.47792,20.94295,20.02601,19.46627,0.5819197
19.38072,17.80252,17.039,16.58527,16.26962,0.06529786
22.78727,24.59184,21.81161,20.24345,19.75017,0.6372665
18.76488,16.87059,15.98416,15.52821,15.18355,0.07343925
23.88691,22.44745,20.52942,19.51939,18.99676,0.5431899
19.52403,17.41244,16.35241,15.83782,15.43153,0.08244476
22.82717,22.95702,20.44217,19.30441,19.24945,0.6040503
18.20028,16.30468,15.40111,14.96623,14.6287,0.06217166
25.33008,23.23331,21.17442,20.20168,19.53231,0.5151646
17.19538,15.98189,15.37988,15.03572,14.79589,0.0379841
23.51652,21.53535,19.94619,19.1736,18.94937,0.4143013
26.09673,22.62806,20.97736,19.6949,19.15325,0.6734458
23.41657,21.18161,19.71377,18.72207,18.36278,0.5807114
19.85699,18.7313,17.98062,17.51917,17.31261,0.1961927
18.20337,17.41603,17.15322,16.99271,16.8601,0.02227142
25.21844,22.35384,20.77542,19.77354,19.24294,0.5806695
25.1483,23.08055,20.98751,19.84111,19.14329,0.5602168
24.94008,22.38257,21.11725,20.19828,19.90259,0.5187205
25.21163,21.83215,20.32163,19.20649,18.75331,0.5717505
22.46454,21.20005,19.40274,18.69198,18.16308,0.4044308
25.3674,20.83459,19.01347,18.38726,17.96702,0.3462237
24.70353,22.45763,20.21407,18.98138,18.50498,0.5660339
19.39651,18.17157,17.6583,17.32038,17.09888,0.05477526
19.07367,17.73578,17.07649,16.66232,16.39933,0.08884031
26.0204,23.40247,21.30035,20.05142,19.56039,0.5958877
18.87807,17.47245,16.68009,16.22712,15.90947,0.1075899
16.93694,15.50322,14.80746,14.45445,14.19735,0.02472693
18.4622,17.55473,17.20974,16.79575,16.70974,0.06538793
25.59772,22.31004,20.44101,19.54914,19.19512,0.4465778
22.82915,21.27401,19.6277,18.82947,18.53706,0.5249611
22.39344,20.58704,18.78546,18.09325,17.56977,0.4113517
22.22898,19.6724,18.18809,17.53352,17.04824,0.2231721
22.21147,21.30717,19.63088,18.8243,18.21052,0.4838655
26.58994,21.97846,19.4152,18.57484,18.38604,0.7025907
21.33663,21.05601,21.19887,21.21818,22.82691,0.03813687
19.15306,17.41266,16.52953,16.11606,15.79965,0.08238391
22.51629,21.29322,19.4555,18.80927,18.45881,0.3423071
20.09882,18.20459,17.27204,16.8299,16.52628,0.08536635
20.71829,18.55457,17.39322,16.92773,16.61337,0.171498
19.04358,17.3493,16.42959,15.97567,15.60087,0.08035431
18.71414,16.95099,16.14581,15.73622,15.45472,0.08331238
17.56197,15.92929,15.1353,14.7783,14.52189,0.0002713765
23.84266,22.39805,21.8885,22.05768,22.47637,0.1992857
26.64133,22.39533,20.62006,19.51918,19.12074,0.5637192
20.82269,19.51461,18.56635,18.10743,17.7796,0.2085188
25.12466,24.39046,22.06862,20.90898,19.96066,0.7997315
22.28274,22.20547,20.47995,19.51396,19.1429,0.4935511
21.57945,20.43772,19.10601,18.52751,18.09678,0.2242216
19.27639,18.16587,17.4629,16.98965,16.74642,0.07103378
19.3503,17.42805,16.47407,16.0445,15.71315,0.08380447
24.40215,21.51044,20.08635,19.17804,18.65138,0.6068008
17.89923,16.09698,15.27797,14.84222,14.56425,0.08246148
24.74113,21.99879,20.35577,19.52036,19.017,0.4965227
19.7173,17.80665,16.77543,16.34408,15.97614,0.1168193
22.83764,21.1943,19.2958,18.50953,18.1348,0.4399512
24.10629,23.03567,21.28454,20.26299,19.58877,0.548467
18.96495,17.84685,17.35891,17.06484,16.89264,0.07953966
19.4076,18.19048,17.58466,17.24113,17.03621,0.1110188
18.98833,17.81459,17.49044,17.21399,17.09962,0.04129386
24.52798,22.18756,21.41702,20.3761,20.47403,0.6919967
19.28049,17.78367,17.04116,16.66253,16.39243,0.1153981
24.56946,22.00419,21.66697,21.00559,20.73474,0.07190695
23.47346,22.00324,20.96212,19.74984,19.33382,0.3637205
26.20205,21.47118,19.89716,18.99425,18.56462,0.5290189
22.96089,21.29968,19.62957,18.81426,18.38037,0.4913742
24.73178,22.13748,20.67731,19.58411,19.09491,0.5330444
26.32559,24.31927,22.05976,20.63788,19.73318,0.7019315
21.10721,19.74768,18.11922,17.46863,17.01501,0.2985896
19.81038,18.29075,17.11905,16.6393,16.33041,0.2180183
24.74582,24.49271,21.73143,20.52561,19.69784,0.7026935
25.34996,23.00836,21.6977,20.51241,19.78965,0.8135016
24.78817,22.22166,20.61764,19.48264,18.94248,0.5455685
23.86814,23.59876,21.94817,20.78339,19.893,0.541355
22.31741,21.72372,20.19698,19.40108,19.07922,0.4625294
23.85941,22.2117,20.65518,19.37861,18.8513,0.6314259
22.94837,22.51486,20.50445,19.4665,19.09301,0.5376892
21.84369,20.79505,19.26325,18.69841,18.18808,0.3624334
24.06696,21.99533,20.47507,19.56296,19.18983,0.48376
23.8709,22.6981,21.86048,22.00863,21.48057,0.3302266
25.87063,22.39632,20.32452,19.38734,18.76519,0.4810064
23.15861,21.17025,19.35765,18.70623,18.39485,0.3685636
18.55016,17.17098,16.49487,16.08337,15.82732,0.06550588
20.1578,18.51619,17.43006,16.91775,16.58524,0.1770507
21.98033,21.46653,20.68184,19.80618,19.44194,0.7636343
22.44536,19.76616,18.0924,17.47306,17.13407,0.2703763
18.78813,17.48187,16.81792,16.42735,16.16402,0.06072385
24.57331,21.02629,19.20406,18.53626,18.1477,0.3755148
20.05034,18.26155,17.39228,16.98719,16.65744,0.08255634
22.85962,21.12573,19.33358,18.6936,18.26273,0.3944802
20.53611,18.70904,17.67277,17.22203,16.89656,0.1365684
21.87584,20.0637,18.32959,17.67756,17.30121,0.3683486
19.1329,17.13325,16.15341,15.72236,15.35541,0.0928099
24.47697,22.38497,20.95684,19.90695,19.29248,0.6477368
24.34383,22.05231,20.33754,19.20687,18.64926,0.5663324
26.16282,22.47215,20.80737,19.7674,19.28404,0.5215581
18.61847,17.73927,17.39008,17.12544,16.96822,0.04823133
25.93442,22.0933,20.40534,19.6096,19.34309,0.4594994
25.93798,21.74635,20.36393,19.24017,18.8596,0.6597393
18.51499,16.7255,15.86288,15.45131,15.11161,0.05952501
24.33613,24.36527,21.70521,20.40894,19.77628,0.6781201
19.43281,17.75525,16.90172,16.5168,16.23063,0.06667425
24.58533,22.10763,20.46533,19.54621,19.09911,0.459496
19.38854,18.09231,17.39117,17.02241,16.73632,0.09507628
18.69061,17.67265,17.33729,17.08448,16.96224,0.06049268
23.74622,21.43311,19.7732,18.97318,18.57724,0.3815896
23.23661,23.50758,22.00805,20.88742,20.12787,0.5852403
21.76934,19.37382,17.85696,17.31651,16.94692,0.2640648
18.24376,16.39622,15.51389,15.1152,14.80893,0.08226017
24.14981,21.79755,20.21796,19.28815,18.93236,0.4445542
22.83945,23.40263,21.94006,20.76211,20.04062,0.7411789
22.45991,21.77402,21.22094,20.8964,20.39773,0.2813092
20.46467,18.55136,17.5332,17.08032,16.7282,0.1215494
20.30294,18.4354,17.24622,16.71023,16.25542,0.1348918
19.9083,18.28677,17.19791,16.63552,16.18269,0.1508875
24.11825,22.7108,20.7882,19.84531,19.3134,0.4988252
20.15878,18.30985,17.35906,16.90714,16.57301,0.1284601
25.6946,21.73884,20.39215,19.46044,19.09825,0.5216904
22.65347,20.90499,19.17365,18.52395,18.14622,0.3730163
22.32724,21.66338,20.17579,19.40913,18.62608,0.4819294
24.53692,23.01774,20.94347,19.6127,19.21492,0.7547077
24.05331,23.13181,21.2301,20.00501,19.36145,0.6364744
25.40921,22.08529,20.67181,19.53224,19.08986,0.576119
20.49476,18.66566,17.63636,17.12055,16.75084,0.1182038
23.74099,23.70022,20.90104,19.64434,19.35663,0.5608677
21.74462,20.67541,18.84004,18.19528,17.7946,0.3453064
24.13084,20.95076,19.58255,18.34602,18.75953,0.5467433
20.91566,18.88883,17.80983,17.37256,16.98876,0.1305187
